200 0 1000 4 50 10 1.0471975512 1.5707963268
372 200
885 87
1000 853
953 817
390 490
599 664
345 226
187 753
235 462
517 197
208 52
701 619
385 617
705 240
512 38
504 848
230 545
116 934
850 720
429 145
102 805
984 201
573 615
811 957
487 100
436 608
298 525
169 39
783 117
443 347
865 95
124 162
976 331
276 117
799 113
31 428
669 593
974 309
108 383
445 761
946 9
939 876
139 982
631 691
298 686
178 533
867 789
143 512
144 117
816 740
232 822
816 850
917 45
867 309
780 70
833 169
121 51
223 251
978 368
403 583
651 552
619 282
668 2
74 953
901 889
202 854
361 771
253 142
913 452
977 11
617 783
771 337
336 143
817 602
167 109
878 786
943 674
799 567
863 871
161 962
737 641
330 816
634 387
553 382
300 347
90 168
809 766
891 172
440 15
441 639
427 326
183 893
119 183
288 258
985 317
998 754
752 368
375 414
400 278
326 43
156 597
472 679
741 878
828 502
103 671
320 252
584 781
602 422
882 893
293 755
755 20
43 601
12 125
173 755
871 772
458 764
64 198
830 510
782 297
320 675
889 578
403 642
148 315
109 147
693 708
972 37
149 308
558 853
460 962
674 881
537 963
969 11
523 88
411 871
573 518
619 914
131 916
37 873
466 438
750 936
476 731
558 612
837 89
34 178
974 119
854 983
869 863
495 330
581 92
592 722
183 660
604 965
20 461
463 666
318 122
598 309
547 793
587 743
148 258
806 128
433 559
231 196
316 102
591 665
487 217
764 539
843 480
213 356
501 638
703 946
549 404
814 318
80 480
222 422
719 269
231 923
129 672
717 861
361 4
205 251
82 146
457 114
780 55
737 522
194 998
97 569
485 899
267 319
392 322
278 496
452 94
818 990
906 551
940 6
297 362
683 601
167 689
17 476
283 737
467 365
