200 0 1000 4 50 50 1.0471975512 1.5707963268
155 201
351 473
595 29
213 249
71 820
667 257
808 519
880 199
452 504
78 778
719 15
710 677
640 311
24 771
300 767
932 679
730 12
978 234
362 677
152 729
345 837
13 382
57 555
595 756
440 189
918 714
733 93
478 804
613 987
12 1
579 30
531 737
23 220
612 168
451 861
726 540
52 371
356 9
21 58
137 80
753 805
715 383
607 164
245 14
693 600
577 378
964 249
809 908
103 226
448 292
163 716
992 229
238 333
89 89
540 513
62 116
858 676
266 978
593 611
11 507
36 929
77 756
820 249
981 140
72 470
227 999
13 523
514 100
223 411
578 788
572 19
178 208
921 506
70 9
352 945
730 102
504 586
223 8
761 891
46 179
12 800
444 327
98 871
992 769
129 49
23 896
436 329
614 400
787 999
380 377
891 551
388 706
129 143
898 634
0 838
939 213
927 230
409 837
373 594
629 458
105 455
269 648
452 378
108 415
520 13
818 373
885 306
674 766
514 407
309 947
703 13
344 807
265 846
937 248
699 301
81 573
57 142
149 665
253 351
637 560
365 855
854 512
568 10
379 8
76 325
110 131
68 498
558 282
989 796
829 312
473 973
884 950
995 801
151 659
7 325
331 355
667 513
915 235
316 182
330 684
264 377
910 921
353 650
941 739
921 79
775 863
501 957
554 239
867 759
165 691
148 666
686 749
539 378
831 534
873 697
725 795
449 311
660 830
695 860
721 810
413 55
160 958
827 485
514 762
561 74
259 436
447 577
491 548
866 766
823 365
394 546
934 520
351 362
768 212
468 75
726 632
821 161
479 729
684 881
809 842
444 166
48 440
800 345
10 647
542 982
106 224
974 0
965 718
380 158
48 519
369 757
928 152
578 598
566 326
18 129
658 314
169 645
937 873
239 299
567 943
