200 0 1000 4 50 80 1.0471975512 1.5707963268
599 202
254 211
645 381
274 342
389 918
857 622
816 813
964 851
121 894
894 134
468 336
658 919
483 928
916 772
304 959
243 877
860 846
534 273
170 716
938 950
828 329
556 253
381 237
564 708
408 915
480 399
650 780
964 59
709 314
281 102
472 736
287 654
1000 58
506 323
868 316
146 101
554 478
763 97
379 924
145 332
660 825
611 764
377 702
356 65
999 553
227 666
619 788
409 335
315 77
587 723
873 461
506 217
973 707
966 899
908 10
164 233
352 925
523 339
102 511
358 687
926 845
121 16
574 588
853 738
698 208
957 166
290 602
246 667
58 889
142 873
693 359
67 593
484 53
216 348
853 880
345 473
883 551
970 784
420 915
914 261
462 362
127 197
544 339
348 874
827 481
74 309
548 348
398 583
542 14
992 511
241 960
444 84
856 837
974 758
895 599
957 213
54 464
625 595
421 363
377 680
197 397
303 529
623 438
865 171
540 12
78 548
372 590
935 392
983 69
971 475
377 98
16 115
803 914
275 336
446 662
513 905
167 466
223 846
57 102
412 29
621 546
32 187
971 779
743 932
699 177
187 183
346 780
901 50
197 172
597 169
570 648
995 175
768 269
730 264
835 378
768 193
88 430
626 453
513 770
879 438
249 252
451 609
669 883
580 610
309 367
498 930
875 907
396 562
86 848
310 243
654 239
794 998
584 289
564 283
90 582
498 138
604 501
820 511
762 304
561 33
858 810
653 250
811 258
680 796
44 147
469 956
324 770
232 951
675 64
914 532
227 991
323 232
545 68
562 293
526 51
263 624
511 121
563 554
596 179
293 971
745 310
988 296
653 859
408 843
969 447
757 604
895 88
470 703
368 739
447 189
894 20
514 470
949 490
519 451
606 317
619 434
722 614
44 749
569 115
344 849
