200 0 1000 4 50 40 1.0471975512 1.5707963268
525 201
178 361
216 374
636 309
377 233
279 587
116 900
285 130
297 80
742 109
984 665
101 898
101 388
946 932
276 447
688 472
781 764
412 513
234 23
846 909
695 897
947 929
604 525
901 122
712 735
362 384
235 338
147 618
659 256
802 818
488 938
150 411
144 488
798 846
977 905
43 525
776 830
67 414
19 239
733 850
245 248
946 65
15 800
738 289
922 611
451 714
698 229
889 85
273 985
140 906
805 970
424 485
806 258
428 41
570 825
96 9
42 584
425 481
337 416
402 213
545 108
792 696
623 712
182 382
721 852
186 258
387 517
760 384
272 416
666 43
464 217
215 85
746 840
773 173
582 903
508 822
509 65
638 624
736 356
986 747
484 844
379 541
65 302
151 238
924 100
310 272
192 485
307 980
85 938
274 714
845 561
755 527
824 110
719 41
783 835
820 788
575 222
164 720
718 567
134 672
61 676
181 905
666 353
820 667
239 945
286 839
289 506
361 381
383 392
928 111
203 293
40 540
486 577
296 895
366 310
281 255
273 263
362 658
333 40
343 245
571 225
721 161
338 707
307 25
750 715
93 119
521 30
204 899
377 146
100 206
899 794
248 58
403 521
881 382
231 704
380 312
282 716
234 391
639 645
688 234
38 498
244 83
959 769
979 9
383 58
621 295
358 197
521 567
171 371
270 771
89 741
17 358
574 249
455 994
524 700
202 544
690 233
600 236
461 999
517 103
276 790
840 177
256 778
751 547
945 713
855 259
510 717
735 30
301 180
744 970
870 110
362 241
456 947
965 999
259 645
498 289
708 125
471 999
808 478
353 7
145 582
188 956
443 422
609 314
663 46
992 344
532 659
826 503
648 1
14 871
456 926
851 562
493 174
968 412
953 868
725 654
43 916
567 176
358 963
251 147
