200 0 1000 4 50 100 1.0471975512 1.5707963268
493 202
344 835
462 101
209 377
953 863
283 59
576 93
617 26
291 659
364 570
577 521
127 876
75 543
301 795
730 110
11 904
904 620
755 467
812 634
975 752
444 764
129 151
981 571
27 604
9 915
990 261
698 11
627 964
457 17
614 105
572 638
306 12
867 765
502 178
490 166
598 116
659 573
981 752
481 625
89 85
418 36
757 112
227 804
315 262
547 541
967 797
911 510
20 339
828 143
726 648
166 281
429 536
549 88
693 552
874 769
627 251
948 125
48 86
783 25
227 411
967 847
235 83
189 179
130 371
684 187
302 680
280 910
776 154
304 883
746 791
712 342
327 828
477 686
645 468
600 427
490 682
277 323
814 807
748 703
582 938
944 815
599 763
381 964
472 257
854 326
559 195
116 375
436 146
514 582
8 741
191 649
941 881
591 173
970 709
834 101
88 581
40 673
795 224
341 293
521 345
646 555
300 246
988 166
182 995
649 287
363 235
427 270
679 516
526 686
391 793
927 591
450 308
560 609
280 25
612 52
93 955
229 433
990 753
871 845
735 976
295 940
779 473
624 813
122 912
258 48
206 196
347 793
90 72
169 187
999 686
802 244
793 255
618 77
428 969
389 161
614 140
11 6
875 681
758 861
85 732
498 520
81 829
703 252
338 612
200 589
968 153
533 642
632 702
50 675
796 556
218 556
730 727
745 530
577 277
674 979
72 916
540 688
285 764
319 451
486 711
108 701
605 508
439 236
619 633
524 546
614 650
155 416
765 421
397 209
500 667
104 770
352 539
329 926
246 428
655 125
813 0
836 962
872 257
160 922
795 888
74 553
132 329
846 874
750 708
536 876
783 873
381 64
22 239
975 311
985 2
198 834
99 619
41 256
277 356
478 906
45 660
861 215
451 614
538 586
92 423
