200 0 1000 4 50 30 1.0471975512 1.5707963268
921 201
125 915
553 728
876 662
663 458
99 164
907 816
746 259
28 590
402 690
947 53
536 283
659 772
58 713
735 887
10 611
119 578
925 750
760 882
59 222
305 250
579 636
59 722
936 15
438 190
642 557
613 16
320 43
241 228
682 996
830 275
985 340
855 956
622 530
395 733
598 0
793 132
812 874
267 304
776 197
858 275
850 510
982 411
348 522
822 630
730 552
734 944
279 397
821 562
601 479
428 163
183 433
798 879
271 958
123 118
907 572
867 173
954 611
892 824
838 198
934 924
291 591
780 771
785 556
607 521
364 213
540 255
189 881
109 926
71 492
24 564
30 620
439 424
1 209
484 78
870 581
517 655
614 450
942 922
878 990
809 169
265 915
507 309
180 311
563 939
312 681
515 259
520 492
356 80
338 303
14 327
146 214
290 303
907 256
653 80
111 294
961 208
987 265
572 268
270 295
484 562
777 354
540 558
815 857
748 324
606 654
748 104
313 957
655 367
259 151
829 281
759 323
373 607
424 526
284 325
130 950
401 225
734 896
723 497
330 195
180 372
488 798
935 927
931 56
177 648
62 99
64 964
584 728
558 258
826 22
894 982
387 750
368 781
406 897
622 867
216 987
860 70
293 165
204 455
812 449
642 709
832 370
268 227
43 233
192 23
100 303
357 620
964 391
957 691
453 410
737 372
847 926
637 274
297 48
414 205
788 854
109 846
995 699
802 992
409 117
787 325
780 313
757 41
167 671
865 580
897 199
870 962
160 373
562 405
857 28
201 598
861 253
390 720
59 874
144 390
351 189
510 60
207 471
774 25
54 47
622 558
684 358
318 307
656 984
123 411
39 53
759 60
82 877
365 228
705 486
106 222
465 780
344 182
171 62
337 159
591 249
821 641
420 709
318 622
697 507
