200 0 1000 4 50 20 1.0471975512 1.5707963268
870 201
27 157
480 220
648 498
667 210
206 524
316 591
380 800
674 718
327 52
355 849
736 190
420 849
979 482
480 751
950 736
937 505
826 891
966 780
253 634
108 886
925 393
716 752
239 961
363 645
667 298
968 78
661 517
950 849
896 171
622 661
309 591
132 570
448 287
2 136
928 969
757 386
447 505
963 19
346 167
91 195
181 781
22 472
980 656
948 655
639 826
123 797
364 205
110 606
493 90
904 448
980 221
501 807
751 46
193 534
485 625
893 663
220 868
104 475
838 321
303 739
234 453
127 535
749 413
0 199
369 412
197 339
353 133
322 938
174 481
75 419
215 37
636 192
15 686
12 480
660 235
328 858
667 765
985 92
937 394
893 768
916 6
29 4
648 693
688 354
573 646
54 19
715 223
141 440
394 278
208 249
289 2
389 327
96 995
53 575
838 616
353 590
723 497
466 506
334 85
182 869
874 946
231 400
150 135
703 567
284 125
179 863
394 971
153 534
381 32
680 524
760 10
882 790
49 813
118 146
189 119
999 204
223 180
205 583
656 671
953 824
382 291
205 129
865 97
825 646
22 71
607 389
368 45
252 864
350 581
773 371
628 400
408 637
583 59
737 138
629 187
476 137
227 326
146 719
833 15
121 787
602 546
561 0
729 957
55 377
845 199
527 174
288 646
760 598
894 394
101 345
709 127
118 678
634 606
11 13
587 776
62 366
658 534
364 412
839 793
172 916
243 319
444 816
113 377
45 748
867 292
313 883
320 482
962 557
176 20
94 696
344 613
932 564
812 682
964 598
929 400
651 577
289 91
959 200
5 128
935 413
107 745
97 185
31 719
301 61
75 128
744 474
563 482
280 668
125 695
105 612
788 922
148 308
495 261
785 658
243 232
529 566
571 809
293 547
769 580
