200 0 1000 4 50 70 1.0471975512 1.5707963268
920 822
241 698
18 420
489 988
237 107
162 770
947 815
386 949
173 892
276 492
516 264
819 221
890 523
138 529
114 294
625 790
52 811
557 670
441 422
752 482
733 53
607 356
142 373
18 307
554 303
76 504
37 739
64 699
461 999
436 213
180 702
469 137
371 668
269 488
845 510
119 661
162 932
465 220
989 554
562 18
614 155
707 912
836 858
440 514
200 958
516 676
109 239
31 557
698 271
377 355
489 533
877 251
954 621
49 926
935 96
823 432
91 363
142 430
827 874
768 23
835 69
554 919
100 551
757 512
617 492
786 399
642 383
696 175
316 502
535 361
550 529
197 940
93 195
261 874
263 811
245 402
509 94
787 409
455 272
441 955
375 982
616 261
635 297
71 891
120 190
685 641
505 939
195 361
905 603
795 253
509 36
310 629
968 764
24 532
856 982
870 911
905 687
521 480
250 59
666 657
520 893
571 621
187 498
810 313
869 159
68 988
282 66
859 32
466 185
56 461
340 66
683 518
337 966
390 359
876 148
263 223
535 920
334 223
40 402
409 967
348 6
341 584
728 390
283 956
738 616
375 201
768 896
249 187
746 609
931 685
521 961
883 81
842 649
720 380
811 230
638 304
715 221
415 671
574 743
193 110
80 873
968 637
90 977
593 436
173 569
42 84
218 447
46 880
539 232
252 512
939 36
957 325
844 290
168 645
206 446
137 369
16 696
17 780
600 142
408 786
614 890
199 682
339 768
750 949
172 368
228 760
272 454
525 950
787 818
375 878
432 72
724 448
414 351
978 568
619 145
282 544
224 448
478 955
618 366
421 435
563 409
57 637
962 730
366 173
304 62
920 488
286 351
766 266
456 351
656 787
144 412
875 571
757 49
87 321
418 291
865 25
844 64
34 103
399 130
328 591
